adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,tipo,origin_country_x,original_name,first_air_date,name,media_type,gender,known_for_department,profile_path,titulo_unico,ano_lancamento,tamanho_sinopse,popularidade_log,nota_ponderada,vote_count_log,popularidade_categoria,generos_nomes,runtime,budget,revenue,production_countries,origin_country_y,duracao_min,pais_codigo,pais_nome,lucro,lucro_log
False,/4BtL2vvEufDXDP4u6xQjjQ1Y2aT.jpg,"[28, 80, 53]",1419406,zh,捕风追影,A polícia de Macau remove o policial que é especialista em rastrear a aposentadoria para ajudar a capturar um grupo perigoso de ladrões profissionais.,501.8155,/uLmjQTgqXtuXRPOWfHB4vOmbgzt.jpg,2025-08-16,A Sombra Do Perigo,False,6.4,99,Filme (Popular),,,,,,,,,A Sombra Do Perigo,2025,24,6.220223303607685,0.01655258895449083,4.605170185988092,Muito Alta,"['Ação', 'Crime', 'Thriller']",142.0,0.0,702538.0,"[{'iso_3166_1': 'CN', 'name': 'China'}]","['CN', 'HK']",142.0,CN,China,702538.0,13.462456194663316
False,/tQMlHruS4pU2PKLf9CgWwkFR399.jpg,"[28, 12, 878]",1033462,zh,749局,,499.7803,/xW640PVBXLlzhrkQnAcvWNsehIO.jpg,2024-10-01,749局,False,5.387,31,Filme (Popular),,,,,,,,,749局,2024,0,6.216167481951463,0.004362741000052249,3.4657359027997265,Muito Alta,"['Ação', 'Aventura', 'Ficção científica']",123.0,0.0,51706251.0,"[{'iso_3166_1': 'CN', 'name': 'China'}]",['CN'],123.0,CN,China,51706251.0,17.761089260600674
False,/93mQVskuy8kZOXPoLve8P2E5zdD.jpg,"[28, 35]",1363123,en,The Family Plan 2,"Agora que os dias de assassino de Dan ficaram para trás, tudo o que ele quer no Natal é passar um tempo de qualidade com os filhos. Mas quando descobre que a filha tem seus próprios planos, ele marca uma viagem em família para Londres, colocando todos na mira de um inimigo inesperado.",416.9137,/aLgvLNWETZ2wtPzU3E7lavEpCJw.jpg,2025-11-11,Plano em Família 2,False,6.777,157,Filme (Popular),,,,,,,,,Plano em Família 2,2025,53,6.035274951878951,0.027796358221432678,5.062595033026967,Muito Alta,"['Ação', 'Comédia']",106.0,0.0,0.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],106.0,US,United States of America,0.0,0.0
False,/zEsHEpCGZwGg3M2b0oSZuaPLwBh.jpg,"[878, 28]",1309012,en,Altered,"Num presente alternativo, humanos geneticamente aprimorados dominam a sociedade. Os párias Leon e Chloe lutam por justiça contra políticos corruptos que exploram a disparidade genética, arriscando tudo para desafiar o sistema opressor.",330.9811,/6QlAcGRaUrgHcZ4WTBh5lsPnzKx.jpg,2025-09-18,Altered,False,6.8,29,Filme (Popular),,,,,,,,,Altered,2025,32,5.805078039585202,0.005151784314749987,3.4011973816621555,Muito Alta,"['Ficção científica', 'Ação']",85.0,15000000.0,0.0,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",['CA'],85.0,CA,Canada,-15000000.0,0.0
False,/hpXBJxLD2SEf8l2CspmSeiHrBKX.jpg,"[18, 27, 14]",1062722,en,Frankenstein,"Dr. Victor Frankenstein, um cientista brilhante, mas egoísta, dá vida a uma criatura em um experimento monstruoso que acaba levando à ruína tanto do criador quanto de sua trágica criação.",275.5065,/cXsMxClCcAF1oMwoXZvbKwWoNeS.jpg,2025-10-17,Frankenstein,False,7.772,1855,Filme (Popular),,,,,,,,,Frankenstein,2025,30,5.6222343288235095,0.37664089032864834,7.526178913346146,Muito Alta,"['Drama', 'Terror', 'Fantasia']",149.0,120000000.0,480678.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",['US'],149.0,US,United States of America,-119519322.0,0.0
False,/7FDVhmCur4LMOfnXMteiSCtsdOb.jpg,"[28, 12, 14]",1116465,zh,传说,"Um arqueólogo descobriu relíquias em uma geleira que se assemelhavam a um pingente de jade dos sonhos, o que levou ele e sua equipe a explorar as profundezas da geleira.",218.8577,/5FwRyhdnR40XMlINUR6CPu2hmqr.jpg,2024-07-05,A Lenda: Em Busca do Medalhão Sagrado,False,6.745,100,Filme (Popular),,,,,,,,,A Lenda: Em Busca do Medalhão Sagrado,2024,30,5.392980518893416,0.017621087831130155,4.61512051684126,Muito Alta,"['Ação', 'Aventura', 'Fantasia']",129.0,0.0,11242056.0,"[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",['CN'],129.0,CN,China,11242056.0,16.2351723928035
False,/zpEWFNqoN8Qg1SzMMHmaGyOBTdW.jpg,"[28, 53, 80]",1054867,en,One Battle After Another,"Bob, um revolucionário fracassado, vive chapado e em um estado de paranoia, sobrevivendo isolado com Willa, sua filha espirituosa e independente. Quando seu perverso arqui-inimigo ressurge após 16 anos e ela desaparece, o ex-radical corre para encontrá-la, pai e filha tendo que enfrentar as consequências do passado dele.",199.2569,/2peYXW6CoruehDnKJGMjl2NuaNB.jpg,2025-09-23,Uma Batalha Após a Outra,False,7.5,1629,Filme (Popular),,,,,,,,,Uma Batalha Após a Outra,2025,48,5.2996010422836815,0.31917811797899576,7.396335293800808,Muito Alta,"['Ação', 'Thriller', 'Crime']",161.0,130000000.0,201175005.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],161.0,US,United States of America,71175005.0,18.080652275427635
False,/l8pwO23MCvqYumzozpxynCNfck1.jpg,"[14, 12, 10749]",967941,en,Wicked: For Good,"Elphaba, agora demonizada como a Bruxa Má do Oeste, vive no exílio, escondida na floresta de Oz, e tenta desesperadamente expor a verdade que conhece sobre o Mágico. Enquanto isso, Glinda se tornou o glamouroso símbolo da bondade para todo o reino de Oz e desfruta das vantagens da fama e da popularidade. Quando uma multidão enfurecida se ergue contra a Bruxa Má, Glinda e Elphaba vão precisar se unir uma última vez.",207.2776,/dtEQlBNKMlT2vIoRFkPSErZBKQg.jpg,2025-11-19,Wicked: Parte II,False,6.772,228,Filme (Popular),,,,,,,,,Wicked: Parte II,2025,73,5.338871805278433,0.04033690370447777,5.43372200355424,Muito Alta,"['Fantasia', 'Aventura', 'Romance']",138.0,150000000.0,237743055.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],138.0,US,United States of America,87743055.0,18.28992328327586
False,,[],1481331,en,Nahual,,167.5356,/gQZn4Rx3LpIBnFunH1AKxAMYYd9.jpg,2025-02-06,Nahual,False,3.25,8,Filme (Popular),,,,,,,,,Nahual,2025,0,5.127147003441185,0.0006792413396729192,2.1972245773362196,Muito Alta,[],98.0,0.0,0.0,[],['US'],98.0,,,0.0,0.0
False,/zmfaCjc4MNUWgEztT3pOOyMSMBw.jpg,"[28, 80, 53]",1426968,es,Ya no quedan junglas,,190.3085,/pzKeASTj4HitqVXB1cdvswmMV50.jpg,2025-09-26,Ya no quedan junglas,False,6.4,9,Filme (Popular),,,,,,,,,Ya no quedan junglas,2025,0,5.253887308287117,0.001504780814044621,2.302585092994046,Muito Alta,"['Ação', 'Crime', 'Thriller']",89.0,0.0,0.0,"[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}]",['ES'],89.0,ES,Spain,0.0,0.0
False,/eMBYlgFTHfZaTz96eJxlkeMsKo9.jpg,"[16, 28]",1539104,ja,劇場版 呪術廻戦「渋谷事変 特別編集版」×「死滅回游 先行上映」,"Yuji Itadori, acompanhado por seus colegas de classe e outros feiticeiros jujutsu de alto nível, entra na briga em um confronto sem precedentes de maldições: o Incidente de Shibuya. No rescaldo, dez colônias em todo o Japão são transformadas em antros de maldições em um plano orquestrado por Noritoshi Kamo, o feiticeiro mais perverso da história.",163.6498,/sa646tMUGfCdOvwnHvzqycxzSoB.jpg,2025-11-07,JUJUTSU KAISEN: Execução,False,3.9,31,Filme (Popular),,,,,,,,,JUJUTSU KAISEN: Execução,2025,56,5.103820794123791,0.003158472229479074,3.4657359027997265,Muito Alta,"['Animação', 'Ação']",88.0,0.0,0.0,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",['JP'],88.0,JP,Japan,0.0,0.0
False,/iZLqwEwUViJdSkGVjePGhxYzbDb.jpg,"[878, 53]",755898,en,War of the Worlds,"Will Radford é um renomado analista de cibersegurança do Departamento de Segurança Interna dos Estados Unidos, encarregado de rastrear possíveis ameaças à segurança nacional por meio de um programa de vigilância em massa. No entanto, um ataque inesperado por uma entidade desconhecida o leva a suspeitar que o governo esteja escondendo algo dele… e do restante do mundo.",175.342,/hhskI8zwPqzE3wWA3gDNSCvF22z.jpg,2025-07-29,A Guerra dos Mundos,False,4.292,753,Filme (Popular),,,,,,,,,A Guerra dos Mundos,2025,58,5.172425291320775,0.08443168399602904,6.625392368007956,Muito Alta,"['Ficção científica', 'Thriller']",90.0,0.0,0.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],90.0,US,United States of America,0.0,0.0
False,/iYxzsEBJnFzcgX0amOD6NcaCuPz.jpg,"[28, 878, 12]",1242898,en,Predator: Badlands,"No futuro, em um planeta remoto, um jovem Predador, rejeitado por seu clã, encontra em Thia uma aliada improvável e embarca em uma jornada traiçoeira em busca do adversário supremo.",173.7317,/7AYPGnLTmU6zDtMMAWqeUkCi7Tw.jpg,2025-11-05,Predador: Terras Selvagens,False,7.416,441,Filme (Popular),,,,,,,,,Predador: Terras Selvagens,2025,30,5.163251654600247,0.08543957364543603,6.091309882077698,Muito Alta,"['Ação', 'Ficção científica', 'Aventura']",107.0,105000000.0,160221424.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],107.0,US,United States of America,55221424.0,17.826861570000755
False,/kyp7PSCKPZKGosthRbjfXPm8gJg.jpg,"[53, 80, 28]",1433719,en,High Ground,"Quando um misterioso prisioneiro chega à sua prisão, um xerife de uma cidade fronteiriça enfrenta a ira de um cartel brutal neste thriller repleto de ação.",167.7227,/7aEZwHKgvwhZDKICnS9AJqDJUbb.jpg,2025-03-17,High Ground: Cerco Fechado,False,5.8,30,Filme (Popular),,,,,,,,,High Ground: Cerco Fechado,2025,26,5.128256538887425,0.004545692042426459,3.4339872044851463,Muito Alta,"['Thriller', 'Crime', 'Ação']",92.0,0.0,0.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],92.0,US,United States of America,0.0,0.0
False,/5lQ4euO30sDin5nCifvi0vURFNd.jpg,"[28, 35, 10751]",1248226,en,Playdate,"Quando o contador desempregado Brian leva seu filho para brincar com o filho de Jeff, pai que fica em casa, ele espera um dia tranquilo. Em vez disso, eles acabam perseguidos por mercenários, e Brian — totalmente despreparado — precisa sobreviver a um obstáculo absurdo atrás do outro. A vida de pai de família vira um caos de filme de ação nesta aventura hilária.",141.5693,/auLOTlulof19GSPrNomyG7myfzN.jpg,2025-11-05,Um Dia Fora de Controle,False,6.155,297,Filme (Popular),,,,,,,,,Um Dia Fora de Controle,2025,64,4.959828197284979,0.047756805475730184,5.697093486505405,Muito Alta,"['Ação', 'Comédia', 'Família']",95.0,0.0,0.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",['US'],95.0,US,United States of America,0.0,0.0
False,/4frrYwamVG0eXhdMTy3cpNNcCBp.jpg,"[28, 18, 80, 53]",1128650,cn,誤判,Um jovem pobre é injustamente acusado de tráfico de drogas após ser enganado. Um ex-promotor investiga o caso e descobre o esquema de uma equipe de advogados corruptos.,130.8988,/2tH6utnYvlTpGvbQCs5FdeQIKFp.jpg,2024-12-08,The Prosecutor,False,6.727,143,Filme (Popular),,,,,,,,,The Prosecutor,2024,28,4.882034961880519,0.0251309107058885,4.969813299576001,Muito Alta,"['Ação', 'Drama', 'Crime', 'Thriller']",117.0,38500000.0,128093757.0,"[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",['HK'],117.0,CN,China,89593757.0,18.310796210339856
False,/5h2EsPKNDdB3MAtOk9MB9Ycg9Rz.jpg,"[16, 10751, 35, 12, 9648]",1084242,en,Zootopia 2,Os detetives Judy Hopps e Nick Wilde se encontram na trilha sinuosa de um réptil misterioso que chega a Zootopia e vira a metrópole dos mamíferos de cabeça para baixo.,187.9041,/fthvYnjERbXt3ILjLjHpPNd5IVJ.jpg,2025-11-26,Zootopia 2,False,6.2,22,Filme (Popular),,,,,,,,,Zootopia 2,2025,30,5.241239478877533,0.003563404566591776,3.1354942159291497,Muito Alta,"['Animação', 'Família', 'Comédia', 'Aventura', 'Mistério']",107.0,180000000.0,0.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],107.0,US,United States of America,-180000000.0,0.0
False,/sUoPlzchsCECqpm3ZmDPeL8QKDK.jpg,"[28, 12, 27]",1084222,en,Operation Blood Hunt,"Um grupo de militares é enviado a uma ilha do Pacífico para investigar o desaparecimento de fuzileiros, possivelmente capturados pelo Exército Imperial Japonês. No entanto, o grupo descobre que os fuzileiros foram massacrados por lobisomens e terão que lutar contra eles se quiserem sobreviver.",123.0274,/5Po7cBJ7YWLE3HbkoJKZyCJ4ESq.jpg,2024-12-12,Caçada Sangrenta,False,6.75,46,Filme (Popular),,,,,,,,,Caçada Sangrenta,2024,44,4.820502508937197,0.008111709075709284,3.8501476017100584,Muito Alta,"['Ação', 'Aventura', 'Terror']",93.0,0.0,0.0,"[{'iso_3166_1': 'TH', 'name': 'Thailand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],93.0,TH,Thailand,0.0,0.0
False,/1RgPyOhN4DRs225BGTlHJqCudII.jpg,"[16, 28, 14, 53]",1311031,ja,劇場版「鬼滅の刃」無限城編 第一章 猗窩座再来,"Enquanto os membros dos caçadores e os Hashira participavam de um rigoroso programa de fortalecimento coletivo, conhecido como Treinamento dos Hashira, em preparação para a batalha final contra os demônios, Muzan Kibutsuji aparece na Mansão Ubuyashiki. Com a vida do líder da organização em risco, Tanjiro e os Hashira correm até o quartel-general, mas acabam sendo lançados, pelas mãos de Muzan, em uma queda profunda rumo a um espaço misterioso para um confronto final, o Castelo Infinito.",130.6585,/c55sXCaQBj3vuHqZe62tv90xCQS.jpg,2025-07-18,Demon Slayer: Kimetsu no Yaiba Castelo Infinito,False,7.595,575,Filme (Popular),,,,,,,,,Demon Slayer: Kimetsu no Yaiba Castelo Infinito,2025,77,4.880211448992907,0.11408968598150372,6.3561076606958915,Muito Alta,"['Animação', 'Ação', 'Fantasia', 'Thriller']",155.0,20000000.0,740400000.0,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",['JP'],155.0,JP,Japan,720400000.0,20.39531717265419
False,/ufqytAlziHq5pljKByGJ8IKhtEZ.jpg,"[53, 80, 9648]",425274,en,Now You See Me: Now You Don't,"Os Quatro Cavaleiros estão de volta com uma nova geração de ilusionistas e uma trama cheia de reviravoltas, mágicas e surpresas, em um truque que envolve a joia mais valiosa do mundo.",134.3006,/uZ8C2vVGfK5SYASiioTmtZDJjpv.jpg,2025-11-12,Truque de Mestre: O 3° Ato,False,6.228,252,Filme (Popular),,,,,,,,,Truque de Mestre: O 3° Ato,2025,32,4.90749896975671,0.04100151523068081,5.53338948872752,Muito Alta,"['Thriller', 'Crime', 'Mistério']",112.0,90000000.0,146060630.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],112.0,US,United States of America,56060630.0,17.84194435943493
False,/2JszsYDORa8NxWY5V7Xp2in2WIr.jpg,[18],1241983,en,Train Dreams,Um lenhador leva uma vida tranquila enquanto lida com o amor e a perda em uma época de profundas transformações nos Estados Unidos do começo do século XX.,110.0175,/iF1SxvdSNWkEfKlZnLzJbSsg4oT.jpg,2025-11-05,Sonhos de Trem,False,7.445,110,Filme (Popular),,,,,,,,,Sonhos de Trem,2025,28,4.709687846543329,0.02139479596635143,4.709530201312334,Muito Alta,['Drama'],104.0,10000000.0,0.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],104.0,US,United States of America,-10000000.0,0.0
False,/qWRTIqDzxyOC6ndumxOngDMAHxl.jpg,"[16, 14, 28, 12]",1026821,zh,大雨,,106.9775,/3CsivmtcjwMUvU0Mu7zZgnK9QaR.jpg,2024-01-12,大雨,False,5.846,13,Filme (Popular),,,,,,,,,大雨,2024,0,4.681922872086483,0.0019854224358639427,2.6390573296152584,Muito Alta,"['Animação', 'Fantasia', 'Ação', 'Aventura']",102.0,0.0,0.0,"[{'iso_3166_1': 'CN', 'name': 'China'}]",['CN'],102.0,CN,China,0.0,0.0
False,,[27],1280518,es,Laberinto de sombras,,105.0151,/565kBAr0hvgLbJKyAd3dUKk2xn0.jpg,2024-05-10,Laberinto de sombras,False,4.5,2,Filme (Popular),,,,,,,,,Laberinto de sombras,2024,0,4.663581536796815,0.00023512200219447202,1.0986122886681098,Muito Alta,['Terror'],0.0,0.0,0.0,[],['ES'],0.0,,,0.0,0.0
False,/wE1TZtB5G1fdiln3PPnnLhExuCz.jpg,"[28, 53, 80]",1296504,en,Stand Your Ground,"O ex-agente das Forças Especiais, Jack Johnson, usa a lei Stand Your Ground para se vingar do assassinato de sua esposa, iniciando uma guerra brutal contra a família de um criminoso local e terminando em um confronto explosivo.",103.2495,/vKB59pPIYvjRxxEXoRoyUfaiBoD.jpg,2025-05-09,Stand Your Ground,False,4.6,56,Filme (Popular),,,,,,,,,Stand Your Ground,2025,38,4.646787064504339,0.006729714196143999,4.04305126783455,Muito Alta,"['Ação', 'Thriller', 'Crime']",100.0,0.0,0.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],100.0,US,United States of America,0.0,0.0
False,/ktsHS7DhwS4M54I3CBkxNV5GlTM.jpg,"[53, 27, 10752, 28]",1244531,en,Beast of War,,101.1124,/2xgDjVEOtu5LlbPEngxfbCqWEFg.jpg,2025-09-18,Beast of War,False,6.5,41,Filme (Popular),,,,,,,,,Beast of War,2025,0,4.626074167355474,0.006962223731647422,3.7376696182833684,Muito Alta,"['Thriller', 'Terror', 'Guerra', 'Ação']",87.0,0.0,186472.0,"[{'iso_3166_1': 'AU', 'name': 'Australia'}]",['AU'],87.0,AU,Australia,186472.0,12.13604173546755
False,/2OHa6ukEq3Hce7Pc2kvu8wkmMFY.jpg,"[28, 12, 53, 80, 18]",7451,en,xXx,"O ex-atleta de esportes extremos Xander ""XXX"" Cage, famoso por suas acrobacias que desafiam a morte, é convencido de que pode ter sucesso em ações que espiões convencionais falharam. Xander é recrutado pelo agente Gibbons para se tornar um tipo diferente de agente secreto. Agora, em uma perigosa missão, ele precisa usar todas as suas habilidades para combater um inimigo mortal.",98.5407,/lpmyeqSR2Pc7ytfTp1ScD3ferX4.jpg,2002-08-09,Triplo X,False,6.0,4672,Filme (Popular),,,,,,,,,Triplo X,2002,61,4.600566605754485,0.7323266628350489,8.449556542700426,Muito Alta,"['Ação', 'Aventura', 'Thriller', 'Crime', 'Drama']",124.0,70000000.0,277448382.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],124.0,US,United States of America,207448382.0,19.150393110063458
False,/jOuu4mEBOuJVb6CkkmRDpjnrZed.jpg,"[27, 9648]",937941,en,Shelby Oaks,"Acompanhe a busca desesperada de Mia por sua irmã desaparecida, Riley, uma youtuber famosa por investigar o paranormal. A obsessão de Mia recomeça quando ela recebe uma fita misteriosa com indícios de que Riley ainda pode estar viva. A partir daí, ela mergulha em uma espiral de horror de um mal desconhecido, repleta de revelações perturbadoras e uma atmosfera sufocante.",95.7485,/jl200vudAx2hhpg3mxZy1KCJgeK.jpg,2025-10-02,Terror em Shelby Oaks,False,5.687,83,Filme (Popular),,,,,,,,,Terror em Shelby Oaks,2025,60,4.572114827913736,0.012331391399759653,4.430816798843313,Muito Alta,"['Terror', 'Mistério']",90.0,1400000.0,2350523.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'BE', 'name': 'Belgium'}]",['US'],90.0,US,United States of America,950523.0,13.764768690460338
False,/gqTz24ZRsCP6AKjARmEivY7m0cK.jpg,"[16, 28, 10749, 14]",1218925,ja,チェンソーマン レゼ篇,"Denji finalmente vive como o temido Homem-Motosserra, um jovem com coração de demônio que integra a Divisão Especial 4 de Caçadores de Demônios. Depois de um encontro marcante com Makima, a mulher de seus sonhos, ele busca refúgio da chuva e acaba conhecendo Reze, a misteriosa atendente de um café.",91.3711,/tj1XhCQ2Rw2sT2o7lIdqPIYvjsx.jpg,2025-09-19,Chainsaw Man – O Filme: Arco da Reze,False,7.827,217,Filme (Popular),,,,,,,,,Chainsaw Man – O Filme: Arco da Reze,2025,50,4.525814159161954,0.04437167563613564,5.384495062789089,Alta,"['Animação', 'Ação', 'Romance', 'Fantasia']",100.0,4100000.0,168300000.0,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",['JP'],100.0,JP,Japan,164200000.0,18.916595761072735
False,/w3Bi0wygeFQctn6AqFTwhGNXRwL.jpg,"[14, 10402, 35, 16]",803796,en,KPop Demon Hunters,"Quando não estão lotando estádios, as estrelas do K-pop Rumi, Mira e Zoey usam seus poderes secretos para proteger os fãs contra ameaças sobrenaturais.",90.8697,/gbdMa7woiuF7IiEB5Spwv5od4oo.jpg,2025-06-20,Guerreiras do K-Pop,False,8.213,1942,Filme (Popular),,,,,,,,,Guerreiras do K-Pop,2025,24,4.520371268794207,0.4166791890903391,7.57198844937744,Alta,"['Fantasia', 'Música', 'Comédia', 'Animação']",95.0,100000000.0,24619953.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],95.0,US,United States of America,-75380047.0,0.0
False,/7h0qCqkuQzmG5vXN3lGBc06reLd.jpg,"[27, 53]",1468417,en,First Moon,"Uma jovem garçonete é sequestrada por um culto religioso, que está determinado a curá-la da maldição do lobisomem, um vírus sexualmente transmissível, ou matá-la no processo. Para sobreviver, ela precisa escapar antes da primeira lua cheia.",83.0792,/hcjYvv4k9qs0lDG1Q3GIglT30IW.jpg,2025-05-06,Antes da Lua Cheia,False,4.065,46,Filme (Popular),,,,,,,,,Antes da Lua Cheia,2025,36,4.431759211775571,0.004885051465593814,3.8501476017100584,Alta,"['Terror', 'Thriller']",97.0,0.0,0.0,[],['US'],97.0,,,0.0,0.0
False,/ulEVubPGxPXik31qcmBTt4oupgM.jpg,"[878, 80]",701387,en,Bugonia,"Dois jovens obcecados por teorias da conspiração sequestram a poderosa CEO de uma grande empresa, convencidos de que ela é uma alienígena com a intenção de destruir o planeta Terra.",80.1398,/uVjFnsgXRxGmfkgiH3GY0tW509k.jpg,2025-10-23,Bugonia,False,7.667,412,Filme (Popular),,,,,,,,,Bugonia,2025,30,4.396173592899739,0.08252270233554522,6.023447592961033,Alta,"['Ficção científica', 'Crime']",118.0,50000000.0,32857834.0,"[{'iso_3166_1': 'GR', 'name': 'Greece'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'KR', 'name': 'South Korea'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],118.0,GR,Greece,-17142166.0,0.0
False,/xmnqFHhGNYHf5JFy4GSfiIEG0ly.jpg,"[80, 28, 18]",1429738,th,ตี๋ใหญ่ ฤกษ์ดาวโจร,"Na Bangkok da década de 1980, um ladrão astuto comete uma série de assaltos ousados, impressionando as autoridades e o público. Até que um policial decide ir atrás dele.",78.7107,/2Au17UGDQMBr3nR93Gg4TR78X8j.jpg,2025-11-12,Tee Yai: Nascido para o Mal,False,4.8,35,Filme (Popular),,,,,,,,,Tee Yai: Nascido para o Mal,2025,29,4.3784038302354205,0.004388944040963478,3.58351893845611,Alta,"['Crime', 'Ação', 'Drama']",117.0,0.0,0.0,"[{'iso_3166_1': 'TH', 'name': 'Thailand'}]",['TH'],117.0,TH,Thailand,0.0,0.0
False,/fxKC10HQliVA3Tn5smOclqzL96N.jpg,"[27, 14, 28, 53]",1214140,en,Orang Ikan,"No Pacífico, em 1944, um soldado japonês e um prisioneiro de guerra britânico estão presos em uma ilha deserta, caçados por uma criatura mortal. Dois inimigos mortais precisam se unir para sobreviver ao desconhecido.",65.9459,/x1JOs4xWNr1QYjDAXHxWw1NJ7Sq.jpg,2025-05-08,Orang Ikan,False,5.72,75,Filme (Popular),,,,,,,,,Orang Ikan,2025,34,4.20388483053081,0.011207482104603166,4.330733340286331,Alta,"['Terror', 'Fantasia', 'Ação', 'Thriller']",83.0,0.0,0.0,"[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'SG', 'name': 'Singapore'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","['ID', 'JP', 'GB', 'SG']",83.0,JP,Japan,0.0,0.0
False,/8jHvHZPiw6h3Xfy0cv3m7H40O8e.jpg,[18],1265063,en,After the Hunt,"Uma professora universitária (Julia Roberts) enfrenta um grande desafio quando uma estudante (Ayo Edebiri) acusa gravemente um professor (Andrew Garfield), e um segredo obscuro do seu próprio passado ameaça vir à tona.",77.9478,/aYhUKN7plYmCJyPbgKgroDDfYyM.jpg,2025-10-09,Depois da Caçada,False,6.0,216,Filme (Popular),,,,,,,,,Depois da Caçada,2025,32,4.368786874575585,0.03385756831600397,5.37989735354046,Alta,['Drama'],139.0,80000000.0,9299531.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",['US'],139.0,US,United States of America,-70700469.0,0.0
False,/3iD9yEsxKqliZfPck1aoTVC6K53.jpg,"[18, 10749, 14]",402431,en,Wicked,"Elphaba é uma jovem como outra qualquer do Reino de Oz, mas incompreendida por causa de sua pele verde incomum e por ainda não ter descoberto seu verdadeiro poder. Sua rotina é tranquila e pouco interessante, mas ao iniciar seus estudos na Universidade de Shiz, seu destino encontra Glinda, uma jovem popular e ambiciosa, nascida em berço de ouro, que só quer garantir seus privilégios e ainda não conhece sua verdadeira alma. As duas iniciam uma inesperada amizade; no entanto, suas diferenças, como o desejo de Glinda pela popularidade e poder, e a determinação de Elphaba em permanecer fiel a si mesma, entram no caminho, o que pode perpetuar no futuro de cada uma e em como as pessoas de Oz as enxergam.",76.2999,/qcaKkLwIXCAxJtpetVYHniCvLZj.jpg,2024-11-20,Wicked,False,6.914,2591,Filme (Popular),,,,,,,,,Wicked,2024,123,4.347692661931479,0.46800182872668367,7.860185057472165,Alta,"['Drama', 'Romance', 'Fantasia']",161.0,150000000.0,758733258.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],161.0,US,United States of America,608733258.0,20.226890731366908
False,/tcBX2dtkNozZ0uDLVaxXrE6rqyN.jpg,[27],1038392,en,The Conjuring: Last Rites,"Neste último capítulo, os Warren enfrentam mais um caso aterrorizante, desta vez envolvendo entidades misteriosas que desafiam sua experiência. Ed (Patrick Wilson) e Lorraine (Vera Farmiga) se veem obrigados a encarar seus maiores medos, colocando suas vidas em risco em uma batalha final contra forças malignas.",72.0762,/40nHGUfypLhlr7gJx8At1IbYkaK.jpg,2025-09-03,Invocação do Mal - O Último Ritual,False,7.0,1349,Filme (Popular),,,,,,,,,Invocação do Mal - O Último Ritual,2025,46,4.291502732347254,0.24669522963582213,7.2078598714324755,Alta,['Terror'],136.0,55000000.0,494410454.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],136.0,US,United States of America,439410454.0,19.900944511441455
