adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,tipo,origin_country_x,original_name,first_air_date,name,media_type,gender,known_for_department,profile_path,titulo_unico,ano_lancamento,tamanho_sinopse,popularidade_log,nota_ponderada,vote_count_log,popularidade_categoria,generos_nomes,runtime,budget,revenue,production_countries,origin_country_y,duracao_min,pais_codigo,pais_nome,lucro,lucro_log
False,/be6mDIMv7cg8duWkcYVnTB8rphO.jpg,"[10759, 18, 80]",1973,en,,"O Agente federal Jack Bauer não se pode dar ao luxo de jogar pelas  regras. Como membro da UCT (Unidade Contra Terrorismo), Jack deve parar  bombas, vírus, tentativas de assassinato, e geralmente salvar alguém que  lhe é próximo. Cada temporada da série tem 24 episódios, cada um, em  desdobramento em tempo real, de uma hora consecutiva num dia muito ruim.",63.3248,/nmR2wQIilYPzX0xXVcHyJCT8RTI.jpg,,,,7.8,1671,Série (Popular),['US'],24,2001-11-06,24 Horas,,,,,24 Horas,2001,60,4.163945248951936,0.3405036835780344,7.421775793644647,Alta,"['Action & Adventure', 'Drama', 'Crime']",,0.0,0.0,,,,,,0.0,0.0
False,/vnTrREtP0qBSmZHEEZR515FAXXB.jpg,"[16, 10759, 10765, 18]",278635,ja,,"Deus criou nove raças nos tempos antigos. Os humanos eram a raça mais fraca e ridicularizada entre elas. Light, um garoto humano, teve a sorte de ser convidado para se juntar a um grupo de todas as nove raças chamado ""Assembleia das Raças"". Ele ficou feliz sendo membro por um tempo, mas isso foi um sonho curto. Suas esperanças só seriam traídas por seus companheiros na maior e mais hedionda masmorra, ""Abismo"". Depois de sobreviver sozinho no fundo do Abismo, Light descobre o verdadeiro significado de seu dom ""Gacha Ilimitada"". Light se erguerá do pior desespero para construir seu próprio império com os jogadores mais fortes.",62.5129,/lFOtbsKfbrEixJXhHZLeoUtqUIn.jpg,,,,8.972,18,Série (Popular),['JP'],信じていた仲間達にダンジョン奥地で殺されかけたがギフト『無限ガチャ』でレベル9999の仲間達を手に入れて元パーティーメンバーと世界に復讐＆『ざまぁ！』します！,2025-10-03,"My Gift Lvl 9999 Unlimited Gacha: Backstabbed in a Backwater Dungeon, I'm Out for Revenge!",,,,,"My Gift Lvl 9999 Unlimited Gacha: Backstabbed in a Backwater Dungeon, I'm Out for Revenge!",2025,106,4.151243034872858,0.0042190292073776055,2.9444389791664403,Alta,"['Animação', 'Action & Adventure', 'Sci-Fi & Fantasy', 'Drama']",,0.0,0.0,,,,,,0.0,0.0
False,/zOnLMRD3PIhwO5KZmWMVEnLokMo.jpg,"[18, 80]",1419,en,,"Richard Castle é um dos autores de livros de crimes mais bem-sucedidos do mundo. Mas quando seu estilo de vida de estrela de rock não é suficiente, este bad boy encontra a bela e inteligente detetive Kate Beckett.",62.097,/diXBeMzvfJb2iJg3G0kCUaMCzEc.jpg,,,,7.982,2000,Série (Popular),['US'],Castle,2009-03-09,Castle,,,,,Castle,2009,38,4.144673224835319,0.41705418255917237,7.601402334583733,Alta,"['Drama', 'Crime']",,0.0,0.0,,,,,,0.0,0.0
False,/u8bpEqCRWLzwe6Qs3WYabA0r6pO.jpg,"[80, 18]",221079,en,,Dezenas de prisioneiros violentos são libertados após o avião que os transportava cair numa remota região do Alasca. O único representante da lei no local deve proteger a cidade que ele jurou manter em segurança.,61.8785,/dxwc8QKPLc2PkeJZNGdz8fn5LmH.jpg,,,,7.33,91,Série (Popular),['US'],The Last Frontier,2025-10-09,A Última Fronteira,,,,,A Última Fronteira,2025,35,4.141204292874585,0.017425936569308742,4.5217885770490405,Alta,"['Crime', 'Drama']",,0.0,0.0,,,,,,0.0,0.0
False,/mLyW3UTgi2lsMdtueYODcfAB9Ku.jpg,[35],2316,en,,"Michael Scott é o egocêntrico, insensível e incompetente gerente regional de uma subsidiária da Dunder Mifflin Paper Company. Michael acredita ser o cara mais engraçado do escritório, uma fonte de sabedoria para negócios e o melhor amigo de seus funcionários. Ele nem desconfia que a sua equipe o tolera apenas pelo fato dele assinar o contracheque deles. Sem saber o que os seus funcionários pensam a seu respeito, Michael acaba sempre alternando decisões absurdas ou patéticas, mas sempre hilárias.",61.5794,/zlghlgOvIU9Cyz3S2uib8ldFKJl.jpg,,,,8.588,4792,Série (Popular),['US'],The Office,2005-03-24,The Office,,,,,The Office,2005,79,4.136436150467065,1.0751266001358482,8.474911799159631,Alta,['Comédia'],,0.0,0.0,,,,,,0.0,0.0
False,/ynSOcgDLZfdLCZfRSYZGiTgYJVo.jpg,"[37, 18]",73586,en,,"John Dutton tenta proteger seu rancho, o maior dos Estados Unidos, de um mundo corrupto.",61.4108,/s4QRRYc1V2e68Qy9Wel9MI8fhRP.jpg,,,,8.3,2922,Série (Popular),['US'],Yellowstone,2018-06-20,Yellowstone,,,,,Yellowstone,2018,15,4.133738337322376,0.6335910967135169,7.980365765111246,Alta,"['Faroeste', 'Drama']",,0.0,0.0,,,,,,0.0,0.0
False,/n3Brk7roueE9HOwVmYlJx5j462g.jpg,"[10759, 80, 18]",2288,en,,"Lincoln Burrows é condenado injustamente à pena de morte. Só lhe resta confiar no irmão Michael Scofield, que executa um plano de fuga e se vê no meio de uma perigosa conspiração.",61.3343,/rK3Vwe0Wm0VXxf4IJCdlHeEREYx.jpg,,,,8.077,5671,Série (Popular),['US'],Prison Break,2005-08-29,Prison Break: Em Busca da Verdade,,,,,Prison Break: Em Busca da Verdade,2005,32,4.132511836087619,1.1966316683212288,8.643297068211963,Alta,"['Action & Adventure', 'Crime', 'Drama']",,0.0,0.0,,,,,,0.0,0.0
False,/lH22EnM0ofC7GsVGU8dAA2RXV1c.jpg,"[10759, 16, 10762]",65334,fr,,"Ladybug é uma heroína que tem a missão de defender Paris de um vilão misterioso. Junto com o parceiro Cat Noir, eles devem conciliar o dia a dia com a vida de super-heróis.",61.3265,/24wf3O8SJeUSJJvDowQR5FDgHGO.jpg,,,,8.0,4531,Série (Popular),['FR'],"Miraculous, les aventures de Ladybug et Chat Noir",2015-10-19,Miraculous: As Aventuras de Ladybug,,,,,Miraculous: As Aventuras de Ladybug,2015,33,4.132386696508695,0.9469669261716913,8.418918622147897,Alta,"['Action & Adventure', 'Animação', 'Kids']",,0.0,0.0,,,,,,0.0,0.0
False,/6gN8DYnIEln8v7OhRy61c57w0Xy.jpg,"[9648, 18, 10765]",124364,en,,"Desvende o mistério de uma cidade no centro dos EUA. Enquanto os moradores lutam para manter um senso de normalidade, eles também devem sobreviver às ameaças da floresta ao redor, incluindo as criaturas aterrorizantes que surgem quando o sol se põe.",59.7424,/j4DJV91VGx7eAIWPeolV0nOtT1G.jpg,,,,8.2,2227,Série (Popular),['US'],FROM,2022-02-20,Origem,,,,,Origem,2022,41,4.106641971513981,0.4770729923193479,7.708859601047175,Alta,"['Mistério', 'Drama', 'Sci-Fi & Fantasy']",,0.0,0.0,,,,,,0.0,0.0
False,/gmECX1DvFgdUPjtio2zaL8BPYPu.jpg,"[16, 10759, 10765]",95479,ja,,"Sofrimento, arrependimento, vergonha: os sentimentos negativos dos humanos tornam-se Maldições, causando terríveis acidentes que podem levar até mesmo à morte. E pra piorar, Maldições só podem ser exorcizadas por outras Maldições. Certo dia, para salvar amigos que estavam sendo atacados por Maldições, Yuji Itadori engole o dedo do Ryomen-Sukuna, absorvendo sua Maldição. Ele então decide se matricular no Colégio Técnico de Feitiçaria de Tóquio, uma organização que combate as Maldições... e assim começa a heróica lenda do garoto que tornou-se uma Maldição para exorcizar uma Maldição.",59.5946,/mGPwEkHxyErWoX7Z1sk2YuOKtQ8.jpg,,,,8.577,4019,Série (Popular),['JP'],呪術廻戦,2020-10-03,Jujutsu Kaisen,,,,,Jujutsu Kaisen,2020,86,4.104205780193943,0.9005424264590627,8.299037181613066,Alta,"['Animação', 'Action & Adventure', 'Sci-Fi & Fantasy']",,0.0,0.0,,,,,,0.0,0.0
False,/14LzHqJrFcHk7ruMNCXpEkB0Thg.jpg,[18],44006,en,,"Acompanhe o dia-a-dia intenso e os dramas dos oficiais do Departamento de Bombeiros de Chicago e paramédicos do Quartel 51. A equipe composta por bombeiros, equipe de resgate e paramédicos, irá passar por situações tensas e delicadas, arriscando suas próprias vidas para salvar pessoas em perigo, além de ter que lidar com os conflitos pessoais e os desafios que surgem por conta das diferenças entre os companheiros de equipe.",59.2315,/iD8lx0VgmpCZMhycI0Xw72wCuRS.jpg,,,,8.4,2323,Série (Popular),['US'],Chicago Fire,2012-10-10,Chicago Fire: Heróis Contra o Fogo,,,,,Chicago Fire: Heróis Contra o Fogo,2012,69,4.098195471278141,0.509775850357908,7.751045117971802,Alta,['Drama'],,0.0,0.0,,,,,,0.0,0.0
False,/q71au2YjcwXBMZKNzNgjK7RZ3Hs.jpg,[18],157741,en,,"Ambientada nas cidades em expansão do Texas, Landman é uma fábula de busca por fortuna no mundo do petróleo. A série narra o contraste entre operários e bilionários, que alimentam um boom que está remodelando nosso clima, economia e geopolítica.",56.7227,/aj8uehRXWeQ7WSbnhnKRZ23GBdn.jpg,,,,8.063,302,Série (Popular),['US'],Landman,2024-11-17,Landman,,,,,Landman,2024,40,4.055650510358412,0.0636142431683996,5.713732805509369,Média,['Drama'],,0.0,0.0,,,,,,0.0,0.0
False,/lNpkvX2s8LGB0mjGODMT4o6Up7j.jpg,"[80, 18]",1398,en,,"Chefe da máfia e pai de família, Tony Soprano começa a ter ataques de pânico e decide procurar a ajuda de uma profissional, Dra. Jennifer Melfi. Ele discute sua intimidade e a vida no crime, revelando o desconforto da mulher, Carmela Soprano, com as suas atividades profissionais. Enquanto tenta proteger os filhos, Meadow e Anthony Junior, o mafioso irá enfrentar uma investigação federal e a possível traição de um membro da família.",53.1639,/sLJWVqPsmzw6PQfq3SOYA4oQCVb.jpg,,,,8.648,3185,Série (Popular),['US'],The Sopranos,1999-01-10,Família Soprano,,,,,Família Soprano,1999,72,3.992014634874135,0.7195746904226971,8.066521490469993,Média,"['Crime', 'Drama']",,0.0,0.0,,,,,,0.0,0.0
False,/skBNukpZWvr5AhqPDEaO262Rjkr.jpg,"[16, 35]",1433,en,,"Stan Smith é um agente da CIA lotado em Langley Falls, na Virginia, cujo objetivo principal da vida é a segurança nacional. Sua família, um peixe dourado falante e um alienígena resgatado da Área 51 mantêm Stan ocupado enquanto ele tenta combater atividades terroristas nos EUA.",59.2218,/aC1q422YhQR7k82GB8gW4KoD91p.jpg,,,,7.0,2268,Série (Popular),['US'],American Dad!,2005-02-06,American Dad!,,,,,American Dad!,2005,46,4.0980344130087385,0.41475521187104863,7.727094484779841,Alta,"['Animação', 'Comédia']",,0.0,0.0,,,,,,0.0,0.0
False,/uoIOfRNmu47P2fET2KnrYHt3TH.jpg,"[18, 10759]",272418,en,,"A jornada de Robert Locksley, de filho de guarda-florestal a fora-da-lei, começa. A rebelião começa em Sherwood, intrigas aumentam, e nasce uma lenda.",59.0378,/aTBRFl6l1qPW34nuZ1FC3zRgfPE.jpg,,,,8.0,51,Série (Popular),['US'],Robin Hood,2025-11-02,Robin Hood,,,,,Robin Hood,2025,23,4.09497436385541,0.010658864099482732,3.9512437185814275,Alta,"['Drama', 'Action & Adventure']",,0.0,0.0,,,,,,0.0,0.0
False,/iq4BjyVsDxzg24XnjoGP0Xi2Tz5.jpg,"[9648, 18, 80]",4177,en,,"Los Angeles, 1932. Atormentado por seu casamento fracassado e passado traumático na guerra, o advogado criminal Perry Mason (Matthew Rhys) se vê diante de uma chance de redenção, quando o sequestro de uma criança tem um desfecho trágico.",58.7017,/sK6JvgNFP1ClT4aF4nPAZiDpAdk.jpg,,,,7.708,130,Série (Popular),['US'],Perry Mason,1957-09-21,Perry Mason,,,,,Perry Mason,1957,38,4.089360495705024,0.026177961230994307,4.875197323201151,Alta,"['Mistério', 'Drama', 'Crime']",,0.0,0.0,,,,,,0.0,0.0
False,/goDtZCB5pFIuuSfYDvApe6iXTID.jpg,"[80, 18]",32692,en,,"Uma família composta por membros que trabalham a favor da lei, cada um à sua maneira: o avô era policial, o pai também o é, um dos filhos é um policial que gosta de usar a violência nos interrogatórios, o outro filho é um recém-saído da academia de polícia e a filha é uma advogada do Estado. Nada os detém na hora de fazerem justiça e a sua ocupação é mais do que um trabalho: é uma questão de família.",54.2473,/ovcXCEON7zvzAfJZKOywW132JwB.jpg,,,,7.8,963,Série (Popular),['US'],Blue Bloods,2010-09-24,Sangue Azul,,,,,Sangue Azul,2010,80,4.011819470425464,0.19623282303150633,6.871091294610546,Média,"['Crime', 'Drama']",,0.0,0.0,,,,,,0.0,0.0
False,/2emkZBBiZG7pE7RBuIWtbKZ2a33.jpg,"[80, 18]",873,en,,"Columbo é uma premiada série policial dos anos 1970 estrelada pelo ator Peter Falk. A série revolucionou as histórias de detetives.

Ao contrário do que geralmente ocorre em filmes policiais, cada episódio sempre começa mostrando claramente quem é o assassino, e os pormenores de como cometeu o homicídio. Todos os crimes da série têm um ponto em comum: o criminoso monta um alibi que parece perfeito.

Depois entra em cena Columbo (o seu primeiro nome nunca foi revelado), um tenente da Divisão de Homicídios da Polícia de Los Angeles, sempre vestindo um jaleco de gabardine surrado e dirigindo um carro velho, um Peugeot. Embora fale sempre na mulher e em um sobrinho, estes não aparecem nunca.

Columbo é educado e faz de tudo para não ofender os suspeitos e, aparentemente dispersivo, dá a impressão que não tem a mínima chance de resolver o crime. Passa ao assassino uma falsa sensação de segurança, pois faz perguntas tolas e sem pretensões. Apesar disso, aos poucos e metodicamente, junta os pedaços do quebra-cabeça a partir dos mínimos detalhes e sempre consegue desmontar o álibi e desvendar o crime, para espanto do assassino. Resolve os crimes pela lógica.",55.3309,/2JCD8vab3fircOU8cM2HJCxfv4I.jpg,,,,8.099,777,Série (Popular),['US'],Columbo,1971-09-15,Columbo,,,,,Columbo,1971,194,4.0312432300557495,0.16440051726840485,6.656726524178391,Média,"['Crime', 'Drama']",,0.0,0.0,,,,,,0.0,0.0
False,/8b5yXvmWSOl64Abk1wMYhzs4OnP.jpg,"[9648, 80, 18, 10759]",211089,zh,,,54.208,/sgv6nwj1TlDDKqxbcUEuds8fqoz.jpg,,,,8.3,36,Série (Popular),['CN'],唐朝诡事录,2022-09-27,唐朝诡事录,,,,,唐朝诡事录,2022,0,4.011107870318301,0.007806050472856472,3.6109179126442243,Média,"['Mistério', 'Crime', 'Drama', 'Action & Adventure']",,0.0,0.0,,,,,,0.0,0.0
False,/2meX1nMdScFOoV4370rqHWKmXhY.jpg,"[10759, 9648, 18]",93405,ko,,"Centenas de jogadores falidos aceitam um estranho convite para um jogo de sobrevivência. Um prêmio milionário aguarda, mas as apostas são altas e mortais.",53.8025,/6gcHdboppvplmBWxvROc96NJnmm.jpg,,,,7.9,16906,Série (Popular),['KR'],오징어 게임,2021-09-17,Round 6,,,,,Round 6,2021,24,4.003735813351345,3.489142588431998,9.735483016336966,Média,"['Action & Adventure', 'Mistério', 'Drama']",,0.0,0.0,,,,,,0.0,0.0
False,/l8v3gJDlASN0lNn51gR8zQJsu5O.jpg,"[18, 80]",60574,en,,"Thomas Shelby e seus irmãos retornam a Birmingham depois de servir no exército britânico durante a Primeira Guerra Mundial. Os Peaky Blinders, a gangue na qual Thomas é líder, controlam a cidade de Birmingham. Mas, como as ambições de Shelby se estendem para além de Birmingham, ele planeja construir o império de negócios que criou e impedir qualquer um que atrapalhar.",56.3994,/i0uajcHH9yogXMfDHpOXexIukG9.jpg,,,,8.528,10638,Série (Popular),['GB'],Peaky Blinders,2013-09-12,"Peaky Blinders: Sangue, Apostas e Navalhas",,,,,"Peaky Blinders: Sangue, Apostas e Navalhas",2013,61,4.050033850309216,2.370052353832489,9.272281773516365,Média,"['Drama', 'Crime']",,0.0,0.0,,,,,,0.0,0.0
False,/9In9QgVJx7PlFOAgVHCKKSbo605.jpg,"[16, 35, 10765, 10759]",60625,en,,"O brilhante cientista beberrão Rick sequestra Morty, seu neto aborrescente, para viver loucuras em outros mundos e dimensões alternativas.",52.8516,/5qfd0e2uMbVInX3YdeFbDsfxi1t.jpg,,,,8.684,10509,Série (Popular),['US'],Rick and Morty,2013-12-02,Rick e Morty,,,,,Rick e Morty,2013,19,3.986232115324417,2.384141177699984,9.260082463870997,Média,"['Animação', 'Comédia', 'Sci-Fi & Fantasy', 'Action & Adventure']",,0.0,0.0,,,,,,0.0,0.0
False,/1vhKauCQAq32u53X8n9qI896e6.jpg,[18],46296,en,,"Traído pelos romanos, forçado à escravidão e renascido como gladiador. A clássica história do mais famoso rebelde da república volta à vida, nessa nova série de ação e visual impactante, Spartacus: Blood and Sand (Sangue e Areia). Tirado de sua terra natal e arrancado do convívio da mulher que ama, Spartacus é condenado a viver no mundo brutal da arena, onde o sangue e a morte são os principais entretenimento do povo. Mas nem todas as batalhas são lutadas sobre a areia. Traições, corrupção e a abundância de prazeres sensuais vão constantemente testar Spartacus. Para sobreviver, ele deve ser mais do que um homem; mais do que gladiador; ele deve ser uma lenda.",54.6918,/c2GKN4VHCj1dnjFMANRpGkCVBae.jpg,,,,8.032,2746,Série (Popular),['US'],Spartacus,2010-01-22,Spartacus,,,,,Spartacus,2010,113,4.019832918860529,0.576202309420555,7.918264686095274,Média,['Drama'],,0.0,0.0,,,,,,0.0,0.0
False,/yYpQV25I7XB6S0POJOScPjxYWV5.jpg,"[16, 10759, 10765]",60572,ja,,"Explore o mundo de Pokémon com Ash Ketchum e seu parceiro Pikachu enquanto eles fazem novos amigos, encontram Pokémon poderosos e buscam o objetivo supremo de Ash: Tornar-se um Mestre Pokémon!",51.9748,/ck1nfqYxMkiGvBVztIuM6b7fHoC.jpg,,,,8.0,2073,Série (Popular),['JP'],ポケットモンスター,1997-04-01,Pokémon,,,,,Pokémon,1997,31,3.9698163287814974,0.4332514760436804,7.637234388789473,Média,"['Animação', 'Action & Adventure', 'Sci-Fi & Fantasy']",,0.0,0.0,,,,,,0.0,0.0
False,/dfX2UaHVE5c7kLBFbgmEZJuy4Ev.jpg,"[10767, 35]",61818,en,,,51.7645,/jm95V8XjfvqmEhw0MN09wbg9Mi3.jpg,,,,5.261,119,Série (Popular),['US'],Late Night with Seth Meyers,2014-02-25,Late Night with Seth Meyers,,,,,Late Night with Seth Meyers,2014,0,3.965838616099761,0.016355582841318776,4.787491742782046,Média,"['Talk', 'Comédia']",,0.0,0.0,,,,,,0.0,0.0
False,/ylW0m5UztyyL4YFu8EC6usUHLF.jpg,"[9648, 18]",250504,en,,"Uma escritora famosa se envolve em um estranho jogo mental com seu novo vizinho, um homem rico e poderoso que pode ser um assassino.",49.8949,/quCj9ztr4vhuHtvxV7ISIAHQPln.jpg,,,,7.2,56,Série (Popular),['US'],The Beast in Me,2025-11-13,O Monstro em Mim,,,,,O Monstro em Mim,2025,24,3.9297627220728217,0.010533465698312348,4.04305126783455,Média,"['Mistério', 'Drama']",,0.0,0.0,,,,,,0.0,0.0
False,/mrapJp0qb6Fvo3IW9IrjCK9IgSo.jpg,"[16, 10759, 18, 10765]",256721,ja,,"Em uma cidade flutuante onde os ricos descartam seu lixo (e pessoas), Rudo é acusado falsamente de homicídio e jogado no Abismo, um lugar infernal onde vivem monstros de lixo mutantes. Para sobreviver, ele precisa conquistar um novo poder e se unir aos errantes Zeladores. Rudo não quer apenas lutar com os monstros, mas também contra os corruptos que o jogaram no Inferno.",51.3559,/RxuL7KuFoOzHC0htjtLGxJEGGx.jpg,,,,8.734,145,Série (Popular),['JP'],ガチアクタ,2025-07-06,Gachiakuta,,,,,Gachiakuta,2025,63,3.9580646339268846,0.033085061915460574,4.983606621708336,Média,"['Animação', 'Action & Adventure', 'Drama', 'Sci-Fi & Fantasy']",,0.0,0.0,,,,,,0.0,0.0
False,/rhp8vYG1sIFtqH3ETmHJuI5Z3Cb.jpg,"[80, 18]",58841,en,,"O Distrito 21 do Departamento de Polícia de Chicado é composto pelos policiais uniformizados que lidam com o crime nas ruas e pela Unidade de Inteligência, que lida com crimes maiores como tráfico de drogas e assassinatos.",52.4568,/3k9YHHlENlcIT8g2BqeXsaDI2Hh.jpg,,,,8.411,2512,Série (Popular),['US'],Chicago P.D.,2014-01-08,Chicago P.D.: Distrito 21,,,,,Chicago P.D.: Distrito 21,2014,37,3.9788738510815853,0.5519732483410836,7.829232537543592,Média,"['Crime', 'Drama']",,0.0,0.0,,,,,,0.0,0.0
False,/7YDws30cXtWI03i1zUZHqH0l1Aa.jpg,[35],1400,en,,"Jerry e seus três amigos têm o poder de fazer rir não só nas situações ridículas, mas também nas situações corriqueiras.",51.2933,/aCw8ONfyz3AhngVQa1E2Ss4KSUQ.jpg,,,,8.3,2205,Série (Popular),['US'],Seinfeld,1989-07-05,Seinfeld,,,,,Seinfeld,1989,21,3.956868255789895,0.4781205914624589,7.698936199813447,Média,['Comédia'],,0.0,0.0,,,,,,0.0,0.0
False,/ndLd4IIc90ajv5VpCaLfqmmEYOb.jpg,"[10768, 10759, 18]",95603,tr,,"A vida de Osman Bey, filho de Ertugrul Gazi e fundador do Império Otomano.",50.8889,/rQUhcrcvWoPHjxRc6hzlD2enmRK.jpg,,,,7.9,289,Série (Popular),['TR'],Kuruluş Osman,2019-11-20,O Otomano,,,,,O Otomano,2019,14,3.9491048944654175,0.05964522702335546,5.66988092298052,Média,"['War & Politics', 'Action & Adventure', 'Drama']",,0.0,0.0,,,,,,0.0,0.0
False,/nlDBlCtorM7nx130wYnfR5ZmyLX.jpg,"[35, 10751, 18]",71728,en,,"Para Sheldon, infância não é nada fácil. Um gênio da matemática e das ciências, enfrenta dificuldades no cotidiano e uma família 'normal' que busca uma forma de lidar com ele.",50.8137,/cVz8OISt8MoZ4ioDjcYi2XIKOdn.jpg,,,,8.1,2832,Série (Popular),['US'],Young Sheldon,2017-09-25,Jovem Sheldon,,,,,Jovem Sheldon,2017,30,3.947654593061573,0.5992789591932702,7.949091499830517,Média,"['Comédia', 'Família', 'Drama']",,0.0,0.0,,,,,,0.0,0.0
False,/jWXrQstj7p3Wl5MfYWY6IHqRpDb.jpg,[10763],94722,de,,Tagesschau é um serviço de notícias de televisão nacional e internacional alemão produzido pela equipe editorial da ARD-aktuell em nome da rede de televisão de serviço público alemão ARD,50.3778,/7dFZJ2ZJJdcmkp05B9NWlqTJ5tq.jpg,,,,6.8,245,Série (Popular),['DE'],Tagesschau,1952-12-26,Tagesschau,,,,,Tagesschau,1952,29,3.9392061725478063,0.04352369507288782,5.5053315359323625,Média,['News'],,0.0,0.0,,,,,,0.0,0.0
False,/7cqKGQMnNabzOpi7qaIgZvQ7NGV.jpg,"[10765, 10759]",76479,en,,"Na trama, conhecemos um mundo em que super-heróis são as maiores celebridades do planeta, e rotineiramente abusam dos seus poderes ao invés de os usarem para o bem.",50.2121,/2zmTngn1tYC1AvfnrFLhxeD82hz.jpg,,,,8.447,11382,Série (Popular),['US'],The Boys,2019-07-25,The Boys,,,,,The Boys,2019,28,3.93597583224937,2.511723548774753,9.339876293325217,Média,"['Sci-Fi & Fantasy', 'Action & Adventure']",,0.0,0.0,,,,,,0.0,0.0
False,/3UviYOlhn8EgXMBuiT6MnUuo1w9.jpg,"[16, 35]",2190,en,,"Série animada que satiriza com muito humor negro a sociedade estadounidense ao apresentar situações bizarras e surreais protagonizadas por Stan, Kyle, Eric e Kenny, as crianças mais travessas de South Park.",49.6829,/ojwZ7dO7CUVUjbUDW81XaBjqy6h.jpg,,,,8.3,4743,Série (Popular),['US'],South Park,1997-08-13,South Park,,,,,South Park,1997,31,3.9255885755995754,1.02844714979884,8.464635940677562,Média,"['Animação', 'Comédia']",,0.0,0.0,,,,,,0.0,0.0
False,/w00lfexrsOeR25dO4hsWhbcUnmD.jpg,"[9648, 10765, 80]",4087,en,,"Dana Scully e Fox Mulder são dois agentes do FBI que investigam casos não solucionados, estranhos e inexplicáveis que envolvem fenômenos paranormais.",49.3614,/bA4XkQR5VAuiszhbfDhR0siZgiI.jpg,,,,8.4,3362,Série (Popular),['US'],The X-Files,1993-09-10,Arquivo X,,,,,Arquivo X,1993,22,3.9192250086308817,0.7377814932859607,8.12058871174027,Média,"['Mistério', 'Sci-Fi & Fantasy', 'Crime']",,0.0,0.0,,,,,,0.0,0.0
False,/wAFuDJfZJrnh6a1wf1Vt7PqYBvR.jpg,"[80, 18, 10759]",1412,en,,"Após um violento naufrágio, o playboy milionário Oliver Queen é dado como morto. Cinco anos depois, é resgatado de uma ilha do Pacífico e enviado de volta para Starling City, onde passa a agir como vigilante secreto.",49.2984,/oaLXsduGoDOOftWziIOvyZzrR4T.jpg,,,,6.828,6172,Série (Popular),['US'],Arrow,2012-10-10,Arqueiro,,,,,Arqueiro,2012,37,3.917973267454643,1.1009565808035948,8.727940222393896,Média,"['Crime', 'Drama', 'Action & Adventure']",,0.0,0.0,,,,,,0.0,0.0
False,/lUrtMjiunomHPDC2sQNIxswbmdU.jpg,"[18, 80]",3034,de,,"Um dos seriados mais famosos e populares na Alemanha se chama TATORT e é um seriado policial. A série é transmitida todos os domingos com cada episódio durando 90 minutos, sem nenhum comercial! A série existe desde os anos 70. A Alemanha não produz muitas séries, as séries americanas lá, tem um espaço reservado e especial para os alemães.",48.7618,/j73WOp6ArCy8vK4vreIdSunoXAr.jpg,,,,6.1,117,Série (Popular),"['AT', 'DE', 'CH']",Tatort,1970-11-29,Tatort,,,,,Tatort,1970,59,3.9072476214101144,0.018645174774021632,4.770684624465665,Média,"['Drama', 'Crime']",,0.0,0.0,,,,,,0.0,0.0
False,/5DFvscYGpcFaQMJljCic5gbzVe6.jpg,"[80, 10759, 18]",80748,en,,"A série acompanha os bastidores das operações do FBI em NY, onde os agentes Maggie Bell, Omar Adom e equipe buscam manter a cidade e o país a salvo.",48.5577,/zfKS4WL0OZ9udpNoSYZw91VB3aH.jpg,,,,7.9,865,Série (Popular),['US'],FBI,2018-09-25,FBI,,,,,FBI,2018,29,3.9031376472901727,0.1785229113328805,6.763884908562435,Média,"['Crime', 'Action & Adventure', 'Drama']",,0.0,0.0,,,,,,0.0,0.0
False,/JYgqp8g2kI3SEus9XBDSHukfBN.jpg,"[10759, 18, 80]",108978,en,,"Quando o policial militar aposentado Jack Reacher é preso por um assassinato que não cometeu, ele se vê no meio de uma trama mortal cheia de policiais corruptos, empresários obscuros e políticos conspiradores. Só com sua inteligência, ele precisa descobrir o que está havendo em Margrave, Geórgia.",48.2416,/c9JwFbaBWarL9fwo1NSqsiTj7Zh.jpg,,,,8.1,2544,Série (Popular),['US'],Reacher,2022-02-03,Reacher,,,,,Reacher,2022,47,3.8967387946957297,0.5383353362244632,7.841885928984623,Média,"['Action & Adventure', 'Drama', 'Crime']",,0.0,0.0,,,,,,0.0,0.0
False,/gKWlliimO4U0ov7MylSZWSs9kA5.jpg,[16],288577,ja,,,47.6641,/qHBVXipaleawbvr9ESBj8vv9gth.jpg,,,,8.0,1,Série (Popular),['JP'],ギルティホール,2025-10-06,ギルティホール,,,,,ギルティホール,2025,0,3.884941591923411,0.00020899733528397514,0.6931471805599453,Média,['Animação'],,0.0,0.0,,,,,,0.0,0.0
